Age,Number_of_Referrals,Tenure_in_Months,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_ID,Gender,Married,State,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status,Churn_Category,Churn_Reason
48,14,1,24.7,24.7,0.0,0,0.0,24.7,68826-MAH,Male,No,Maharashtra,Unknown,No,Unknown,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
51,9,11,89.65,5308.7,0.0,0,1430.45,6739.15,19088-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
70,5,14,89.2,346.2,0.0,0,193.4,539.6,88459-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
52,15,23,19.55,19.55,0.0,0,40.63,60.18,36017-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
25,7,3,80.5,80.5,0.0,0,35.77,116.27,35520-ASS,Female,No,Assam,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Dissatisfaction,Product dissatisfaction
47,14,33,83.65,5733.4,46.99,0,1083.92,6770.33,27065-TAM,Female,No,Tamil Nadu,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
44,5,31,79.25,79.25,0.0,0,19.98,99.23,13664-TAM,Female,Yes,Tamil Nadu,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Service dissatisfaction
56,1,4,80.6,155.8,0.0,0,10.64,166.44,92306-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor made better offer
43,8,1,89.3,4016.85,44.63,0,635.4,4607.62,25438-MAH,Female,No,Maharashtra,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Dissatisfaction,Poor expertise of online support
59,9,18,84.85,3303.05,0.0,0,81.2,3384.25,82637-DEL,Female,No,Delhi,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
41,4,11,105.1,3634.8,0.0,0,95.88,3730.68,11241-MAD,Female,Yes,Madhya Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
44,11,23,85.95,1215.65,0.0,0,379.73,1595.38,49995-TEL,Male,Yes,Telangana,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
59,0,29,20.25,20.25,0.0,0,10.71,30.96,44010-BIH,Male,No,Bihar,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,Churned,Attitude,Attitude of support person
40,13,30,40.9,1383.6,0.0,0,0.0,1383.6,92276-MAD,Female,Yes,Madhya Pradesh,Unknown,No,Unknown,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
66,2,9,19.9,666.0,0.0,0,848.05,1514.05,29121-KAR,Male,No,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
76,0,6,102.65,7550.3,0.0,0,2052.0,9602.3,18280-DEL,Male,No,Delhi,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
66,0,11,74.2,140.1,0.0,0,14.58,154.68,83610-BIH,Female,Yes,Bihar,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Joined,Unknown,Unknown
31,2,17,19.45,227.45,0.0,0,429.72,657.17,85218-GUJ,Female,No,Gujarat,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
63,0,27,75.75,5388.15,0.0,0,3058.77,8446.92,64656-MAD,Male,Yes,Madhya Pradesh,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
65,3,32,104.9,5913.95,1.69,90,1830.84,7833.1,65381-PUN,Female,Yes,Punjab,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
64,15,2,70.3,2416.55,0.0,80,365.05,2861.6,21919-UTT,Male,No,Uttar Pradesh,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Moved
45,2,20,86.9,6194.1,0.0,0,1818.15,8012.25,51722-WES,Male,Yes,West Bengal,Unknown,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
49,10,21,107.5,6873.75,0.0,60,121.59,7055.34,87463-TAM,Female,No,Tamil Nadu,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
54,0,16,45.2,1841.9,0.0,0,1596.54,3438.44,98404-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
44,0,23,21.3,1041.8,0.0,0,185.65,1227.45,74664-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
35,8,32,117.8,8684.8,0.0,0,2510.64,11195.44,58609-ASS,Female,Yes,Assam,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
22,4,8,79.85,4786.1,0.0,0,114.46,4900.56,37378-KER,Female,No,Kerala,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
25,14,36,19.35,309.25,0.0,0,360.0,669.25,93501-MAH,Female,No,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
49,7,34,80.8,3132.75,0.0,0,518.8,3651.55,61080-RAJ,Male,No,Rajasthan,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
34,3,22,69.8,146.65,0.0,10,22.38,179.03,32563-KAR,Female,Yes,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
29,1,10,55.95,1157.05,0.0,10,0.0,1167.05,57673-ODI,Female,Yes,Odisha,Unknown,No,Unknown,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Churned,Attitude,Attitude of service provider
38,0,22,101.05,6770.5,0.0,0,2354.16,9124.66,85356-KAR,Female,Yes,Karnataka,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
71,12,6,19.55,1462.05,0.0,0,1113.0,2575.05,33651-KAR,Female,Yes,Karnataka,Deal 1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
43,4,13,44.55,44.55,0.0,0,41.1,85.65,36284-ODI,Male,Yes,Odisha,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
20,15,5,84.05,6052.25,0.0,0,1162.8,7215.05,82141-UTT,Female,Yes,Uttar Pradesh,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
59,15,10,70.4,154.8,0.0,0,14.98,169.78,46378-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
26,11,15,20.6,233.9,0.0,0,21.12,255.02,96954-BIH,Female,Yes,Bihar,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
39,3,6,24.95,1468.9,0.0,0,1627.36,3096.26,57496-TEL,Female,No,Telangana,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
43,15,12,34.85,1267.2,0.0,0,0.0,1267.2,92334-BIH,Male,Yes,Bihar,Deal 3,No,Unknown,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
43,9,31,90.6,3358.65,8.96,0,1647.24,4996.93,39812-PUN,Male,No,Punjab,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
46,12,27,55.9,2184.35,0.0,0,0.0,2184.35,39834-AND,Male,Yes,Andhra Pradesh,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Dissatisfaction,Lack of self-service on Website
31,0,6,80.55,1406.65,0.0,0,739.44,2146.09,41630-WES,Female,No,West Bengal,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
33,8,7,84.75,1651.95,49.38,0,216.98,1819.55,93845-MAH,Male,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
38,6,12,76.65,333.6,0.0,0,96.36,429.96,75124-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Moved
50,9,14,69.95,69.95,0.0,0,11.45,81.4,44202-TEL,Female,Yes,Telangana,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
81,12,3,83.45,3147.15,24.98,0,129.96,3252.13,16560-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
36,1,19,19.7,197.54,0.0,0,462.3,659.84,69470-PUN,Female,No,Punjab,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
26,15,33,100.55,5514.95,0.0,0,2626.4,8141.35,22456-WES,Female,Yes,West Bengal,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
36,13,9,68.95,2038.7,0.0,0,679.2,2717.9,89699-MAD,Female,Yes,Madhya Pradesh,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
62,1,33,88.7,6501.35,0.0,0,2061.36,8562.71,43085-UTT,Male,Yes,Uttar Pradesh,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
25,15,23,20.2,140.95,0.0,0,42.16,183.11,48026-WES,Male,No,West Bengal,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
59,4,1,104.05,5566.4,0.0,0,1503.08,7069.48,28602-UTT,Female,Yes,Uttar Pradesh,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
47,3,25,94.65,4312.5,0.0,0,465.98,4778.48,87814-PUN,Male,Yes,Punjab,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
26,7,11,20.7,112.75,0.0,0,46.32,159.07,32380-PUD,Male,Yes,Puducherry,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
18,15,5,94.2,777.3,0.0,0,310.64,1087.94,17357-UTT,Female,No,Uttar Pradesh,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
20,1,8,98.25,5508.35,0.0,150,1072.96,6731.31,78753-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
26,15,25,65.25,1994.3,0.0,120,965.34,3079.64,38364-TEL,Male,Yes,Telangana,Deal 3,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor offered higher download speeds
75,12,15,59.9,788.35,0.0,0,648.7,1437.05,76322-GUJ,Female,Yes,Gujarat,Unknown,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
56,3,22,110.1,4469.1,0.0,0,460.0,4929.1,94918-MAD,Female,No,Madhya Pradesh,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
67,14,1,94.05,5483.9,0.0,30,1129.26,6643.16,84524-TEL,Female,Yes,Telangana,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
46,8,36,103.05,5153.5,0.0,0,2374.0,7527.5,32419-DEL,Female,No,Delhi,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
55,10,25,24.4,36.55,0.0,0,0.0,36.55,29866-ASS,Female,No,Assam,Unknown,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Dissatisfaction,Lack of self-service on Website
51,10,13,79.2,3593.8,0.0,0,2154.18,5747.98,59239-AND,Female,Yes,Andhra Pradesh,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,Stayed,Unknown,Unknown
50,8,22,64.8,1166.7,0.0,0,764.1,1930.8,34103-ODI,Female,Yes,Odisha,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
61,8,36,33.45,1175.85,0.0,30,0.0,1205.85,57276-ASS,Male,Yes,Assam,Deal 3,No,Unknown,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
51,14,6,50.6,50.6,0.0,0,11.86,62.46,46363-GUJ,Male,No,Gujarat,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned,Dissatisfaction,Service dissatisfaction
29,15,29,80.8,332.45,0.0,0,169.32,501.77,79020-KAR,Female,No,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor offered higher download speeds
35,3,9,85.3,424.15,0.0,0,182.6,606.75,26757-KAR,Female,No,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
61,3,6,64.15,4254.1,0.0,40,2751.72,7045.82,99241-HAR,Female,No,Haryana,Unknown,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
37,6,26,80.85,1400.85,0.0,0,282.37,1683.22,71224-GUJ,Male,No,Gujarat,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor had better devices
46,8,1,20.2,20.2,0.0,0,43.52,63.72,69210-BIH,Female,Yes,Bihar,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,Churned,Price,Price too high
68,1,9,78.85,1772.25,0.0,0,49.2,1821.45,84588-UTT,Female,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of service provider
71,6,18,84.45,4959.15,0.0,0,1210.24,6169.39,19496-MAD,Female,No,Madhya Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
44,5,1,45.4,518.9,0.0,0,133.44,652.34,62910-ASS,Male,No,Assam,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
44,8,32,20.85,473.9,0.0,0,812.36,1286.26,58841-KAR,Male,Yes,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
52,1,15,50.9,2333.85,0.0,0,0.0,2333.85,45727-TEL,Female,Yes,Telangana,Deal 2,No,Unknown,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
63,15,1,85.3,781.4,0.0,10,435.42,1226.82,74078-GUJ,Female,Yes,Gujarat,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
57,1,28,80.35,307.4,0.0,0,129.72,437.12,96108-MAD,Female,Yes,Madhya Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Product dissatisfaction
57,8,21,85.95,2107.15,0.0,0,228.72,2335.87,81157-AND,Male,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
43,14,14,25.95,1801.9,0.0,0,1754.41,3556.31,35653-AND,Female,No,Andhra Pradesh,Deal 1,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
57,12,31,45.15,98.5,0.0,0,12.94,111.44,78100-KAR,Female,No,Karnataka,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
32,13,4,18.8,18.8,0.0,0,43.57,62.37,17154-HAR,Male,No,Haryana,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,Joined,Unknown,Unknown
39,4,23,100.6,1060.2,0.0,0,452.1,1512.3,11751-UTT,Male,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered more data
57,4,6,51.4,96.8,0.0,0,0.0,96.8,19837-TAM,Female,Yes,Tamil Nadu,Unknown,No,Unknown,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
30,6,34,60.5,3870.0,0.0,0,2411.33,6281.33,19475-PUN,Female,No,Punjab,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
43,14,6,69.45,477.05,0.0,0,132.37,609.42,11987-PUN,Female,No,Punjab,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
32,0,26,78.75,995.35,0.0,50,499.2,1544.55,59818-TEL,Female,No,Telangana,Deal 4,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
49,2,30,94.7,5468.95,0.0,0,2219.58,7688.53,92566-WES,Female,Yes,West Bengal,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
76,6,13,91.95,3301.05,17.76,0,407.52,3690.81,19376-TAM,Female,No,Tamil Nadu,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
57,0,3,90.05,5965.95,0.0,0,876.48,6842.43,46653-PUN,Male,Yes,Punjab,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
31,11,34,59.05,1253.5,0.0,0,720.5,1974.0,27132-KAR,Male,No,Karnataka,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
59,8,29,94.4,1607.2,0.0,0,438.43,2045.63,33747-UTT,Male,No,Uttar Pradesh,Deal 4,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Other,Moved
70,6,14,74.45,74.45,0.0,0,39.61,114.06,99585-JAM,Male,Yes,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor made better offer
67,0,25,94.0,1078.9,0.0,0,282.37,1361.27,57010-WES,Female,Yes,West Bengal,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
26,2,8,73.55,145.4,0.0,0,17.0,162.4,62238-KER,Female,No,Kerala,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
57,15,16,95.4,293.15,0.0,0,51.03,344.18,13666-UTT,Male,Yes,Uttarakhand,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
54,13,1,74.8,321.9,0.0,0,29.04,350.94,95794-RAJ,Male,Yes,Rajasthan,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Network reliability
39,7,16,19.75,1375.4,0.0,0,363.63,1739.03,73410-ASS,Female,No,Assam,Deal 1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
36,2,8,104.9,7732.65,0.0,0,2319.84,10052.49,46082-KAR,Female,Yes,Karnataka,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
49,12,4,93.5,2341.55,0.0,0,416.76,2758.31,26458-TEL,Female,Yes,Telangana,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
34,1,21,74.55,3015.75,0.0,0,554.4,3570.15,91868-AND,Male,No,Andhra Pradesh,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
48,12,13,84.7,5991.05,0.0,0,1185.1,7176.15,83526-AND,Male,Yes,Andhra Pradesh,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
63,3,10,90.85,6470.1,0.0,0,2695.0,9165.1,38895-TEL,Female,No,Telangana,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
